doc,name,size_bytes,bucket,ref_total,ref_locks,ref_locks_count,ref_scripts,ref_scripts_count,ref_tests,ref_tests_count,ref_top,ref_top_count,disposition
docs/SAFETY_ARCHITECTURE.md,SAFETY_ARCHITECTURE.md,13135,POLICY,0,,0,,0,,0,,0,KEEP
docs/SOURCE_MUTATION_APPLY_AFTER_APPROVAL.md,SOURCE_MUTATION_APPLY_AFTER_APPROVAL.md,1225,PER_SOURCE_MUTATION,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/SOURCE_MUTATION_APPLY_DRY_RUN.md,SOURCE_MUTATION_APPLY_DRY_RUN.md,342,PER_SOURCE_MUTATION,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/SOURCE_MUTATION_ROLLBACK_EXECUTION.md,SOURCE_MUTATION_ROLLBACK_EXECUTION.md,972,PER_SOURCE_MUTATION,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/SOURCE_MUTATION_ROLLBACK_SNAPSHOT.md,SOURCE_MUTATION_ROLLBACK_SNAPSHOT.md,994,PER_SOURCE_MUTATION,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/STORAGE_OPERATIONS.md,STORAGE_OPERATIONS.md,10005,FOUNDATION,2,locks/sentinel/STORAGE_OPERATIONS_LOCK_001.json,1,,0,,0,CHANGELOG.md,1,KEEP
docs/SUPPLY_CHAIN_SECURITY.md,SUPPLY_CHAIN_SECURITY.md,840,POLICY,1,locks/sentinel/SUPPLY_CHAIN_LOCK_001.json,1,,0,,0,,0,KEEP
docs/TAURI_BACKEND_COMMAND_BRIDGE.md,TAURI_BACKEND_COMMAND_BRIDGE.md,737,PER_TAURI,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/TAURI_COMMAND_VERB_ALIGNMENT.md,TAURI_COMMAND_VERB_ALIGNMENT.md,944,PER_TAURI,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/TAURI_LIB_RS_COMMAND_WIRING.md,TAURI_LIB_RS_COMMAND_WIRING.md,904,PER_TAURI,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/TAURI_RUST_COMMAND_BRIDGE.md,TAURI_RUST_COMMAND_BRIDGE.md,2864,FOUNDATION,1,locks/sentinel/TAURI_RUST_COMMAND_BRIDGE_LOCK_001.json,1,,0,,0,,0,KEEP
docs/TEMP_PATCH_VERIFY_COMMAND.md,TEMP_PATCH_VERIFY_COMMAND.md,241,MISC,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/THREAT_MODEL.md,THREAT_MODEL.md,1142,POLICY,1,locks/sentinel/SUPPLY_CHAIN_LOCK_001.json,1,,0,,0,,0,KEEP
docs/UNIVERSAL_VERIFIED_TASK_HARNESS.md,UNIVERSAL_VERIFIED_TASK_HARNESS.md,45414,FOUNDATION,1,locks/sentinel/CORPUS_COVERAGE_LOCK_001.json,1,,0,,0,,0,KEEP
docs/UNIVERSAL_VERIFIED_TASK_LANGUAGE_MATRIX.md,UNIVERSAL_VERIFIED_TASK_LANGUAGE_MATRIX.md,4928,FOUNDATION,1,locks/sentinel/CORPUS_COVERAGE_LOCK_001.json,1,,0,,0,,0,KEEP
docs/VERIFIED_REPAIR_TRACE.md,VERIFIED_REPAIR_TRACE.md,3616,PER_TRACE_FLOW,1,locks/sentinel/VERIFIED_REPAIR_TRACE_LOCK_001.json,1,,0,,0,,0,REVIEW
docs/VERIFIER_COVERAGE_MATRIX.md,VERIFIER_COVERAGE_MATRIX.md,5825,FOUNDATION,3,locks/sentinel/VERIFIER_COVERAGE_MATRIX_LOCK_001.json,1,scripts/intake/verifier_coverage_matrix.py,1,tests/intake/test_verifier_coverage_matrix_lock.py,1,,0,KEEP
docs/VISUAL_AGENT_ARCHITECTURE.md,VISUAL_AGENT_ARCHITECTURE.md,4938,FOUNDATION,0,,0,,0,,0,,0,KEEP
docs/WHITE_PAPER.md,WHITE_PAPER.md,171252,FOUNDATION,3,,0,,0,,0,README.md;CLAUDE.md;AGENTS.md,3,KEEP
docs/WINDOWS_EVAL_PLAYBOOK.md,WINDOWS_EVAL_PLAYBOOK.md,9570,FOUNDATION,0,,0,,0,,0,,0,KEEP
docs/WORLD_KILLER_PLAN.md,WORLD_KILLER_PLAN.md,18189,MISC,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
